"","fit","se.fit","Year","Seascapenr","Ship","DayNight","uprP","lwrP","uprS","lwrS","ci_width"
"199",-2.53992503730177,0.104165915377229,2003,5,"WAH3","D",-2.33159320654731,-2.74825686805623,-2.18608470998889,-2.89376536461465,0.707680654625752
"200",-2.52340643055371,0.105644034230613,2004,5,"WAH3","D",-2.31211836209248,-2.73469449901493,-2.16454509366208,-2.88226776744534,0.717722673783256
"201",-2.50479331818186,0.107383986002064,2005,5,"WAH3","D",-2.29002534617773,-2.71956129018598,-2.14002155366053,-2.86956508270319,0.72954352904266
"202",-2.47720872708443,0.108065539581373,2006,5,"WAH3","D",-2.26107764792168,-2.69333980624718,-2.11012179890606,-2.84429565526281,0.734173856356751
"203",-2.43258296277956,0.108110069451132,2007,5,"WAH3","D",-2.2163628238773,-2.64880310168183,-2.06534477145879,-2.79982115410034,0.734476382641548
"204",-2.36424091244924,0.108896291406544,2008,5,"WAH3","D",-2.14644832963615,-2.58203349526233,-1.99433201033947,-2.73414981455901,0.739817804219536
"205",-2.26964513643402,0.110467860548012,2009,5,"WAH3","D",-2.048709415338,-2.49058085753004,-1.89439778424298,-2.64489248862507,0.75049470438209
"206",-2.15246661264549,0.111159209130586,2010,5,"WAH3","D",-1.93014819438432,-2.37478503090666,-1.77487082423268,-2.5300624010583,0.755191576825619
"207",-2.02321944467988,0.109971019568326,2011,5,"WAH3","D",-1.80327740554323,-2.24316148381653,-1.64965980746007,-2.39677908189969,0.747119274439618
"208",-1.898022058695,0.108390167922212,2012,5,"WAH3","D",-1.68124172285057,-2.11480239453942,-1.52983240321891,-2.26621171417108,0.736379310952171
"209",-1.79556558751149,0.108777753654223,2013,5,"WAH3","D",-1.57801008020304,-2.01312109481994,-1.42605934530183,-2.16507182972115,0.739012484419325
"210",-1.73293704192979,0.110763617611863,2014,5,"WAH3","D",-1.51140980670606,-1.95446427715352,-1.35668503504052,-2.10918904881906,0.752504013778532
"211",-1.72138644109728,0.11121409943665,2015,5,"WAH3","D",-1.49895824222398,-1.94381463997058,-1.34360419626258,-2.09916868593198,0.755564489669395
"212",-1.76329568282872,0.109067063826751,2016,5,"WAH3","D",-1.54516155517521,-1.98142981048222,-1.39280668531209,-2.13378468034535,0.740977995033264
"213",-1.85143427639739,0.109834805638261,2017,5,"WAH3","D",-1.63176466512087,-2.07110388767391,-1.47833734313813,-2.22453120965666,0.746193866518531
"214",-1.97111441571844,0.123014831355667,2018,5,"WAH3","D",-1.72508475300711,-2.21714407842978,-1.55324636326006,-2.38898246817682,0.835736104916764
"215",-2.10523280817061,0.151160853037707,2019,5,"WAH3","D",-1.80291110209519,-2.40755451424602,-1.59175576990855,-2.61870984643266,1.02695407652411
"216",-2.83871626680394,0.243121803868082,1977,6,"WAH3","D",-2.35247265906778,-3.32495987454011,-2.01285784328756,-3.66457469032032,1.65171684703275
"217",-2.80220109299749,0.186640419767477,1978,6,"WAH3","D",-2.42892025346253,-3.17548193253244,-2.16820381105383,-3.43619837494115,1.26799456388732
"218",-2.76993900254081,0.144252866676126,1979,6,"WAH3","D",-2.48143326918856,-3.05844473589306,-2.27992764541258,-3.25995035966905,0.980022714256471
"219",-2.74440961493568,0.12134887979811,1980,6,"WAH3","D",-2.50171185533946,-2.9871073745319,-2.33220061939893,-3.15661861047244,0.824417991073506
"220",-2.72309413216489,0.112994072678721,1981,6,"WAH3","D",-2.49710598680745,-2.94908227752233,-2.33926551110144,-3.10692275322834,0.767657242126895
"221",-2.69714229116368,0.109127229650784,1982,6,"WAH3","D",-2.47888783186212,-2.91539675046525,-2.32644891686227,-3.0678356654651,0.741386748602832
"222",-2.65309900659968,0.105386937060102,1983,6,"WAH3","D",-2.44232513247948,-2.86387288071988,-2.29511100093771,-3.01108701226165,0.71597601132394
"223",-2.57714453680464,0.102827872976038,1984,6,"WAH3","D",-2.37148879085256,-2.78280028275672,-2.22784939454084,-2.92643967906844,0.6985902845276
"224",-2.46039653672116,0.102309415257533,1985,6,"WAH3","D",-2.25577770620609,-2.66501536723623,-2.11286253914801,-2.80793053429431,0.695067995146291
"225",-2.30336661874839,0.102436544467586,1986,6,"WAH3","D",-2.09849352981322,-2.50823970768356,-1.95540077702418,-2.6513324604726,0.695931683448422
